Subject,Country,Year,CPI
CPI: 10 - Education,Germany,2021,105.0927
CPI: 10 - Education,Germany,2022,107.519
CPI: 10 - Education,Italy,2015,100.0377
CPI: 10 - Education,Italy,2016,100.7
CPI: 10 - Education,Italy,2017,95.99167
CPI: 10 - Education,Italy,2018,83.89167
CPI: 10 - Education,Italy,2019,84.19167
CPI: 10 - Education,Italy,2020,84.16666
CPI: 10 - Education,Italy,2021,81.71667
CPI: 10 - Education,Italy,2022,81.65833
CPI: 11 - Restaurants and hotels,United Kingdom,2015,100.0
CPI: 11 - Restaurants and hotels,United Kingdom,2016,102.4
CPI: 11 - Restaurants and hotels,United Kingdom,2017,105.6
CPI: 11 - Restaurants and hotels,United Kingdom,2018,108.4
CPI: 11 - Restaurants and hotels,United Kingdom,2019,111.3
CPI: 11 - Restaurants and hotels,United Kingdom,2020,112.3
CPI: 11 - Restaurants and hotels,United Kingdom,2021,116.2
CPI: 11 - Restaurants and hotels,United Kingdom,2022,125.9
CPI: 10 - Education,France,2015,99.99917
CPI: 10 - Education,France,2016,101.3
CPI: 10 - Education,France,2017,102.5008
CPI: 10 - Education,France,2018,103.5167
CPI: 10 - Education,France,2019,105.33
CPI: 10 - Education,France,2020,107.4167
CPI: 10 - Education,France,2021,109.7608
CPI: 10 - Education,France,2022,112.2783
CPI: 11 - Restaurants and hotels,Italy,2015,99.96124
CPI: 11 - Restaurants and hotels,Italy,2016,100.6583
CPI: 11 - Restaurants and hotels,Italy,2017,102.3
CPI: 11 - Restaurants and hotels,Italy,2018,103.5167
CPI: 11 - Restaurants and hotels,Italy,2019,104.775
CPI: 11 - Restaurants and hotels,Italy,2020,105.3333
CPI: 11 - Restaurants and hotels,Italy,2021,107.2417
CPI: 11 - Restaurants and hotels,Italy,2022,113.8917
CPI: 11 - Restaurants and hotels,Germany,2015,100.0
CPI: 11 - Restaurants and hotels,Germany,2016,102.2248
CPI: 11 - Restaurants and hotels,Germany,2017,104.3496
CPI: 11 - Restaurants and hotels,Germany,2018,106.6411
CPI: 11 - Restaurants and hotels,Germany,2019,109.3992
CPI: 11 - Restaurants and hotels,Germany,2020,111.6162
CPI: 11 - Restaurants and hotels,Germany,2021,114.6109
CPI: 11 - Restaurants and hotels,Germany,2022,123.2884
CPI: 12 - Miscellaneous goods and services,United Kingdom,2015,100.0
CPI: 12 - Miscellaneous goods and services,United Kingdom,2016,101.1
CPI: 12 - Miscellaneous goods and services,United Kingdom,2017,102.5
CPI: 12 - Miscellaneous goods and services,United Kingdom,2018,102.4
CPI: 12 - Miscellaneous goods and services,United Kingdom,2019,103.7
CPI: 12 - Miscellaneous goods and services,United Kingdom,2020,105.1
CPI: 12 - Miscellaneous goods and services,United Kingdom,2021,106.1
CPI: 12 - Miscellaneous goods and services,United Kingdom,2022,110.0
CPI: 11 - Restaurants and hotels,France,2015,100.0
CPI: 11 - Restaurants and hotels,France,2016,101.6967
CPI: 11 - Restaurants and hotels,France,2017,103.3733
CPI: 11 - Restaurants and hotels,France,2018,105.5967
CPI: 11 - Restaurants and hotels,France,2019,107.0958
CPI: 11 - Restaurants and hotels,France,2020,108.04
CPI: 11 - Restaurants and hotels,France,2021,108.9525
CPI: 11 - Restaurants and hotels,France,2022,114.0233
CPI: 10 - Education,United Kingdom,2015,100.0
CPI: 10 - Education,United Kingdom,2016,104.7
CPI: 10 - Education,United Kingdom,2017,108.7
CPI: 10 - Education,United Kingdom,2018,111.8
CPI: 10 - Education,United Kingdom,2019,115.2
CPI: 10 - Education,United Kingdom,2020,118.2
CPI: 10 - Education,United Kingdom,2021,121.5
CPI: 10 - Education,United Kingdom,2022,126.5
CPI: 11 - Restaurants and hotels,United States,2015,100.0
CPI: 11 - Restaurants and hotels,United States,2016,102.6302
CPI: 11 - Restaurants and hotels,United States,2017,104.7896
CPI: 11 - Restaurants and hotels,United States,2018,107.3189
CPI: 11 - Restaurants and hotels,United States,2019,110.496
CPI: 11 - Restaurants and hotels,United States,2020,112.159
CPI: 11 - Restaurants and hotels,United States,2021,117.816
CPI: 11 - Restaurants and hotels,United States,2022,127.4956
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Canada,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Canada,2016,103.4159
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Canada,2017,106.497
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Canada,2018,111.3633
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Canada,2019,113.6294
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Canada,2020,113.787
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Canada,2021,116.466
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Canada,2022,120.721
CPI: 03 - Clothing and footwear,Canada,2015,100.0
CPI: 03 - Clothing and footwear,Canada,2016,99.56002
CPI: 03 - Clothing and footwear,Canada,2017,98.86319
CPI: 03 - Clothing and footwear,Canada,2018,99.77927
CPI: 03 - Clothing and footwear,Canada,2019,101.2498
CPI: 03 - Clothing and footwear,Canada,2020,99.35532
CPI: 03 - Clothing and footwear,Canada,2021,98.50159
CPI: 03 - Clothing and footwear,Canada,2022,99.69087
"CPI: 04 - Housing, water, electricity, gas and other fuels",Canada,2015,100.0
"CPI: 04 - Housing, water, electricity, gas and other fuels",Canada,2016,101.4257
"CPI: 04 - Housing, water, electricity, gas and other fuels",Canada,2017,103.0126
"CPI: 04 - Housing, water, electricity, gas and other fuels",Canada,2018,104.9652
"CPI: 04 - Housing, water, electricity, gas and other fuels",Canada,2019,107.5575
"CPI: 04 - Housing, water, electricity, gas and other fuels",Canada,2020,109.1605
"CPI: 04 - Housing, water, electricity, gas and other fuels",Canada,2021,112.8918
"CPI: 04 - Housing, water, electricity, gas and other fuels",Canada,2022,120.2451
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Canada,2015,100.0
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Canada,2016,102.3208
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Canada,2017,102.4291
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Canada,2018,103.5793
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Canada,2019,104.8356
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Canada,2020,106.8565
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Canada,2021,111.0682
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Canada,2022,118.6712
CPI: 06 - Health,Canada,2015,100.0
CPI: 06 - Health,Canada,2016,101.2899
CPI: 06 - Health,Canada,2017,103.1969
CPI: 06 - Health,Canada,2018,104.0651
CPI: 06 - Health,Canada,2019,105.264
CPI: 06 - Health,Canada,2020,106.8079
CPI: 06 - Health,Canada,2021,108.9682
CPI: 06 - Health,Canada,2022,111.9779
CPI: 07 - Transport,Canada,2015,100.0
CPI: 07 - Transport,Canada,2016,101.338
CPI: 07 - Transport,Canada,2017,105.6735
CPI: 07 - Transport,Canada,2018,111.1116
CPI: 07 - Transport,Canada,2019,112.2699
CPI: 07 - Transport,Canada,2020,110.5401
CPI: 07 - Transport,Canada,2021,120.4435
CPI: 07 - Transport,Canada,2022,134.5891
CPI: 08 - Communication,Canada,2015,100.0
CPI: 08 - Communication,Canada,2016,99.96095
CPI: 08 - Communication,Canada,2017,99.23885
CPI: 08 - Communication,Canada,2018,99.04871
CPI: 08 - Communication,Canada,2019,96.54376
CPI: 08 - Communication,Canada,2020,91.01942
CPI: 08 - Communication,Canada,2021,84.27531
CPI: 08 - Communication,Canada,2022,82.01012
CPI: 09 - Recreation and culture,Canada,2015,100.0
CPI: 09 - Recreation and culture,Canada,2016,101.5461
CPI: 09 - Recreation and culture,Canada,2017,103.5956
CPI: 09 - Recreation and culture,Canada,2018,105.1611
CPI: 09 - Recreation and culture,Canada,2019,107.9332
CPI: 09 - Recreation and culture,Canada,2020,110.426
CPI: 09 - Recreation and culture,Canada,2021,113.5426
CPI: 09 - Recreation and culture,Canada,2022,118.2715
CPI: 10 - Education,Canada,2015,100.0
CPI: 10 - Education,Canada,2016,102.8562
CPI: 10 - Education,Canada,2017,105.4049
CPI: 10 - Education,Canada,2018,108.3182
CPI: 10 - Education,Canada,2019,109.8284
CPI: 10 - Education,Canada,2020,107.9815
CPI: 10 - Education,Canada,2021,110.2576
CPI: 10 - Education,Canada,2022,112.6344
CPI: 11 - Restaurants and hotels,Canada,2015,100.0
CPI: 11 - Restaurants and hotels,Canada,2016,102.5343
CPI: 11 - Restaurants and hotels,Canada,2017,105.3025
CPI: 11 - Restaurants and hotels,Canada,2018,108.0981
CPI: 11 - Restaurants and hotels,Canada,2019,109.4076
CPI: 11 - Restaurants and hotels,Canada,2020,108.7096
CPI: 11 - Restaurants and hotels,Canada,2021,111.2633
CPI: 11 - Restaurants and hotels,Canada,2022,120.6866
CPI: 12 - Miscellaneous goods and services,Canada,2015,100.0
CPI: 12 - Miscellaneous goods and services,Canada,2016,101.6767
CPI: 12 - Miscellaneous goods and services,Canada,2017,103.4284
CPI: 12 - Miscellaneous goods and services,Canada,2018,105.5621
CPI: 12 - Miscellaneous goods and services,Canada,2019,109.3947
CPI: 12 - Miscellaneous goods and services,Canada,2020,113.4492
CPI: 12 - Miscellaneous goods and services,Canada,2021,116.3457
CPI: 12 - Miscellaneous goods and services,Canada,2022,122.1232
CPI: 01 - Food and non-Alcoholic beverages,Japan,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Japan,2016,102.0893
CPI: 01 - Food and non-Alcoholic beverages,Japan,2017,102.7942
CPI: 01 - Food and non-Alcoholic beverages,Japan,2018,104.4742
CPI: 01 - Food and non-Alcoholic beverages,Japan,2019,104.6661
CPI: 01 - Food and non-Alcoholic beverages,Japan,2020,105.9654
CPI: 03 - Clothing and footwear,Japan,2015,99.98333
CPI: 03 - Clothing and footwear,Japan,2016,101.7917
CPI: 03 - Clothing and footwear,Japan,2017,102.0
CPI: 03 - Clothing and footwear,Japan,2018,102.1583
CPI: 03 - Clothing and footwear,Japan,2019,102.6
CPI: 03 - Clothing and footwear,Japan,2020,103.725
"CPI: 04 - Housing, water, electricity, gas and other fuels",Japan,2015,100.0064
"CPI: 04 - Housing, water, electricity, gas and other fuels",Japan,2016,97.93691
"CPI: 04 - Housing, water, electricity, gas and other fuels",Japan,2017,98.46635
"CPI: 04 - Housing, water, electricity, gas and other fuels",Japan,2018,99.36909
"CPI: 04 - Housing, water, electricity, gas and other fuels",Japan,2019,100.1254
"CPI: 04 - Housing, water, electricity, gas and other fuels",Japan,2020,99.73924
CPI: 01-12 - All items,Japan,2015,100.0
CPI: 01-12 - All items,Japan,2016,99.87274
CPI: 01-12 - All items,Japan,2017,100.3563
CPI: 01-12 - All items,Japan,2018,101.3489
CPI: 01-12 - All items,Japan,2019,101.824
CPI: 01-12 - All items,Japan,2020,101.7986
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Japan,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Japan,2016,100.0432
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Japan,2017,102.6109
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Japan,2018,103.6709
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Japan,2019,105.109
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Japan,2020,106.7829
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Japan,2015,99.99126
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Japan,2016,99.57922
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Japan,2017,99.07249
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Japan,2018,97.93374
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Japan,2019,100.1217
"CPI: 05 - Furnishings, household equipment and routine household maintenance",Japan,2020,102.4444
CPI: 07 - Transport,Japan,2015,100.0111
CPI: 07 - Transport,Japan,2016,96.99237
CPI: 07 - Transport,Japan,2017,99.5398
CPI: 07 - Transport,Japan,2018,102.919
CPI: 07 - Transport,Japan,2019,102.6509
CPI: 07 - Transport,Japan,2020,102.2557
CPI: 06 - Health,Japan,2015,99.99167
CPI: 06 - Health,Japan,2016,100.9
CPI: 06 - Health,Japan,2017,101.775
CPI: 06 - Health,Japan,2018,103.3583
CPI: 06 - Health,Japan,2019,104.0
CPI: 06 - Health,Japan,2020,104.325
CPI: 08 - Communication,Japan,2015,100.0
CPI: 08 - Communication,Japan,2016,99.13333
CPI: 08 - Communication,Japan,2017,95.35
CPI: 08 - Communication,Japan,2018,93.725
CPI: 08 - Communication,Japan,2019,90.86667
CPI: 08 - Communication,Japan,2020,91.08334
CPI: 09 - Recreation and culture,Japan,2015,99.99197
CPI: 09 - Recreation and culture,Japan,2016,100.7839
CPI: 09 - Recreation and culture,Japan,2017,101.0217
CPI: 09 - Recreation and culture,Japan,2018,101.706
CPI: 09 - Recreation and culture,Japan,2019,103.2803
CPI: 09 - Recreation and culture,Japan,2020,104.8473
CPI: 11 - Restaurants and hotels,Japan,2015,99.99167
CPI: 11 - Restaurants and hotels,Japan,2016,101.0918
CPI: 11 - Restaurants and hotels,Japan,2017,101.564
CPI: 11 - Restaurants and hotels,Japan,2018,102.6107
CPI: 11 - Restaurants and hotels,Japan,2019,104.2424
CPI: 11 - Restaurants and hotels,Japan,2020,102.8215
CPI: 10 - Education,Japan,2015,99.98225
CPI: 10 - Education,Japan,2016,101.597
CPI: 10 - Education,Japan,2017,102.2419
CPI: 10 - Education,Japan,2018,102.7014
CPI: 10 - Education,Japan,2019,101.1008
CPI: 10 - Education,Japan,2020,93.0039
CPI: 12 - Miscellaneous goods and services,Japan,2015,100.0059
CPI: 12 - Miscellaneous goods and services,Japan,2016,100.4469
CPI: 12 - Miscellaneous goods and services,Japan,2017,100.4986
CPI: 12 - Miscellaneous goods and services,Japan,2018,100.4973
CPI: 12 - Miscellaneous goods and services,Japan,2019,100.8362
CPI: 12 - Miscellaneous goods and services,Japan,2020,99.56364
