"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","GDPHRWKD","TOT","IDX2015","A","1998",75.692035,
"SWE","GDPHRWKD","TOT","IDX2015","A","1999",76.85768,
"SWE","GDPHRWKD","TOT","IDX2015","A","2000",79.629707,
"SWE","GDPHRWKD","TOT","IDX2015","A","2001",80.260403,
"SWE","GDPHRWKD","TOT","IDX2015","A","2002",83.169216,
"SWE","GDPHRWKD","TOT","IDX2015","A","2003",86.31414,
"SWE","GDPHRWKD","TOT","IDX2015","A","2004",89.352479,
"SWE","GDPHRWKD","TOT","IDX2015","A","2005",91.891042,
"SWE","GDPHRWKD","TOT","IDX2015","A","2006",94.537496,
"SWE","GDPHRWKD","TOT","IDX2015","A","2007",94.809611,
"SWE","GDPHRWKD","TOT","IDX2015","A","2008",93.140242,
"SWE","GDPHRWKD","TOT","IDX2015","A","2009",91.828442,
"SWE","GDPHRWKD","TOT","IDX2015","A","2010",95.047112,
"SWE","GDPHRWKD","TOT","IDX2015","A","2011",95.817586,
"SWE","GDPHRWKD","TOT","IDX2015","A","2012",95.358961,
"SWE","GDPHRWKD","TOT","IDX2015","A","2013",96.122048,
"SWE","GDPHRWKD","TOT","IDX2015","A","2014",97.218063,
"SWE","GDPHRWKD","TOT","IDX2015","A","2015",100,
"SWE","GDPHRWKD","TOT","IDX2015","A","2016",99.384945,
"SWE","GDPHRWKD","TOT","IDX2015","A","2017",100.270459,
"SWE","GDPHRWKD","TOT","IDX2015","A","2018",100.637005,
"SWE","GDPHRWKD","TOT","IDX2015","A","2019",102.934086,
"SWE","GDPHRWKD","TOT","IDX2015","A","2020",104.029507,
"SWE","GDPHRWKD","TOT","IDX2015","A","2021",106.875361,
"SWE","GDPHRWKD","TOT","IDX2015","A","2022",107.192587,
"CHE","GDPHRWKD","TOT","IDX2015","A","1970",58.798051,
"CHE","GDPHRWKD","TOT","IDX2015","A","1971",60.427234,
"CHE","GDPHRWKD","TOT","IDX2015","A","1972",62.247125,
"CHE","GDPHRWKD","TOT","IDX2015","A","1973",64.393384,
"CHE","GDPHRWKD","TOT","IDX2015","A","1974",66.371364,
"CHE","GDPHRWKD","TOT","IDX2015","A","1975",64.926083,
"CHE","GDPHRWKD","TOT","IDX2015","A","1976",66.04307,
"CHE","GDPHRWKD","TOT","IDX2015","A","1977",68.318503,
"CHE","GDPHRWKD","TOT","IDX2015","A","1978",68.450978,
"CHE","GDPHRWKD","TOT","IDX2015","A","1979",69.892642,
"CHE","GDPHRWKD","TOT","IDX2015","A","1980",72.034005,
"CHE","GDPHRWKD","TOT","IDX2015","A","1981",72.276758,
"CHE","GDPHRWKD","TOT","IDX2015","A","1982",71.414264,
"CHE","GDPHRWKD","TOT","IDX2015","A","1983",72.467462,
"CHE","GDPHRWKD","TOT","IDX2015","A","1984",74.730119,
"CHE","GDPHRWKD","TOT","IDX2015","A","1985",76.221644,
"CHE","GDPHRWKD","TOT","IDX2015","A","1986",76.286246,
"CHE","GDPHRWKD","TOT","IDX2015","A","1987",75.687904,
"CHE","GDPHRWKD","TOT","IDX2015","A","1988",76.208526,
"CHE","GDPHRWKD","TOT","IDX2015","A","1989",78.106917,
"CHE","GDPHRWKD","TOT","IDX2015","A","1990",78.929658,
"CHE","GDPHRWKD","TOT","IDX2015","A","1991",76.899974,"B"
"CHE","GDPHRWKD","TOT","IDX2015","A","1992",77.580542,
"CHE","GDPHRWKD","TOT","IDX2015","A","1993",78.290949,
"CHE","GDPHRWKD","TOT","IDX2015","A","1994",78.839266,
"CHE","GDPHRWKD","TOT","IDX2015","A","1995",80.245745,
"CHE","GDPHRWKD","TOT","IDX2015","A","1996",81.964045,
"CHE","GDPHRWKD","TOT","IDX2015","A","1997",84.408347,
"CHE","GDPHRWKD","TOT","IDX2015","A","1998",85.417681,
"CHE","GDPHRWKD","TOT","IDX2015","A","1999",85.040031,
"CHE","GDPHRWKD","TOT","IDX2015","A","2000",87.789313,
"CHE","GDPHRWKD","TOT","IDX2015","A","2001",89.805215,
"CHE","GDPHRWKD","TOT","IDX2015","A","2002",90.267824,
"CHE","GDPHRWKD","TOT","IDX2015","A","2003",89.839002,
"CHE","GDPHRWKD","TOT","IDX2015","A","2004",90.36092,
"CHE","GDPHRWKD","TOT","IDX2015","A","2005",92.443071,
"CHE","GDPHRWKD","TOT","IDX2015","A","2006",94.759845,
"CHE","GDPHRWKD","TOT","IDX2015","A","2007",96.588995,
"CHE","GDPHRWKD","TOT","IDX2015","A","2008",97.52976,
"CHE","GDPHRWKD","TOT","IDX2015","A","2009",95.343298,
"CHE","GDPHRWKD","TOT","IDX2015","A","2010",98.053752,
"CHE","GDPHRWKD","TOT","IDX2015","A","2011",97.492611,
"CHE","GDPHRWKD","TOT","IDX2015","A","2012",97.874372,
"CHE","GDPHRWKD","TOT","IDX2015","A","2013",99.682146,
"CHE","GDPHRWKD","TOT","IDX2015","A","2014",100.66456,
"CHE","GDPHRWKD","TOT","IDX2015","A","2015",100,
"CHE","GDPHRWKD","TOT","IDX2015","A","2016",100.642001,
"CHE","GDPHRWKD","TOT","IDX2015","A","2017",102.256129,
"CHE","GDPHRWKD","TOT","IDX2015","A","2018",104.616177,
"CHE","GDPHRWKD","TOT","IDX2015","A","2019",105.19707,
"CHE","GDPHRWKD","TOT","IDX2015","A","2020",106.678136,
"CHE","GDPHRWKD","TOT","IDX2015","A","2021",108.469065,
"CHE","GDPHRWKD","TOT","IDX2015","A","2022",109.028533,
"TUR","GDPHRWKD","TOT","IDX2015","A","1970",26.554207,
"TUR","GDPHRWKD","TOT","IDX2015","A","1971",27.681713,
"TUR","GDPHRWKD","TOT","IDX2015","A","1972",29.052423,
"TUR","GDPHRWKD","TOT","IDX2015","A","1973",29.576967,
"TUR","GDPHRWKD","TOT","IDX2015","A","1974",30.692168,
"TUR","GDPHRWKD","TOT","IDX2015","A","1975",32.752104,
"TUR","GDPHRWKD","TOT","IDX2015","A","1976",35.966538,
"TUR","GDPHRWKD","TOT","IDX2015","A","1977",36.341456,
"TUR","GDPHRWKD","TOT","IDX2015","A","1978",36.700713,
"TUR","GDPHRWKD","TOT","IDX2015","A","1979",36.242786,
"TUR","GDPHRWKD","TOT","IDX2015","A","1980",35.051282,
"TUR","GDPHRWKD","TOT","IDX2015","A","1981",36.577206,
"TUR","GDPHRWKD","TOT","IDX2015","A","1982",37.631763,
"TUR","GDPHRWKD","TOT","IDX2015","A","1983",39.276637,
"TUR","GDPHRWKD","TOT","IDX2015","A","1984",42.703972,
"TUR","GDPHRWKD","TOT","IDX2015","A","1985",43.168535,
"TUR","GDPHRWKD","TOT","IDX2015","A","1986",45.739186,
"TUR","GDPHRWKD","TOT","IDX2015","A","1987",50.016271,
"TUR","GDPHRWKD","TOT","IDX2015","A","1988",50.521521,
"TUR","GDPHRWKD","TOT","IDX2015","A","1989",48.591727,
"TUR","GDPHRWKD","TOT","IDX2015","A","1990",52.235828,
"TUR","GDPHRWKD","TOT","IDX2015","A","1991",50.613132,
"TUR","GDPHRWKD","TOT","IDX2015","A","1992",52.422813,
"TUR","GDPHRWKD","TOT","IDX2015","A","1993",58.879643,
"TUR","GDPHRWKD","TOT","IDX2015","A","1994",52.42685,
"TUR","GDPHRWKD","TOT","IDX2015","A","1995",54.94252,
"TUR","GDPHRWKD","TOT","IDX2015","A","1996",56.660475,
"TUR","GDPHRWKD","TOT","IDX2015","A","1997",61.349412,
"TUR","GDPHRWKD","TOT","IDX2015","A","1998",61.420533,
"TUR","GDPHRWKD","TOT","IDX2015","A","1999",57.457043,
"TUR","GDPHRWKD","TOT","IDX2015","A","2000",62.351427,
"TUR","GDPHRWKD","TOT","IDX2015","A","2001",58.63482,
"TUR","GDPHRWKD","TOT","IDX2015","A","2002",62.573861,
"TUR","GDPHRWKD","TOT","IDX2015","A","2003",66.703512,
"TUR","GDPHRWKD","TOT","IDX2015","A","2004",72.799254,
"TUR","GDPHRWKD","TOT","IDX2015","A","2005",77.398474,
"TUR","GDPHRWKD","TOT","IDX2015","A","2006",81.036517,
"TUR","GDPHRWKD","TOT","IDX2015","A","2007",85.342439,
"TUR","GDPHRWKD","TOT","IDX2015","A","2008",85.059209,
"TUR","GDPHRWKD","TOT","IDX2015","A","2009",81.550972,
"TUR","GDPHRWKD","TOT","IDX2015","A","2010",83.60583,
"TUR","GDPHRWKD","TOT","IDX2015","A","2011",88.203014,
"TUR","GDPHRWKD","TOT","IDX2015","A","2012",90.050306,
"TUR","GDPHRWKD","TOT","IDX2015","A","2013",96.12967,
"TUR","GDPHRWKD","TOT","IDX2015","A","2014",96.077626,
"TUR","GDPHRWKD","TOT","IDX2015","A","2015",100,
"TUR","GDPHRWKD","TOT","IDX2015","A","2016",102.258194,
"TUR","GDPHRWKD","TOT","IDX2015","A","2017",107.118185,
"TUR","GDPHRWKD","TOT","IDX2015","A","2018",109.819438,
"TUR","GDPHRWKD","TOT","IDX2015","A","2019",114.002844,
"TUR","GDPHRWKD","TOT","IDX2015","A","2020",134.316255,
"TUR","GDPHRWKD","TOT","IDX2015","A","2021",126.215189,"E"
"TUR","GDPHRWKD","TOT","IDX2015","A","2022",125.320315,
"GBR","GDPHRWKD","TOT","IDX2015","A","1970",40.809619,
"GBR","GDPHRWKD","TOT","IDX2015","A","1971",43.47149,
"GBR","GDPHRWKD","TOT","IDX2015","A","1972",46.041207,
"GBR","GDPHRWKD","TOT","IDX2015","A","1973",46.879404,
"GBR","GDPHRWKD","TOT","IDX2015","A","1974",46.542278,
"GBR","GDPHRWKD","TOT","IDX2015","A","1975",46.155592,
"GBR","GDPHRWKD","TOT","IDX2015","A","1976",48.217735,
"GBR","GDPHRWKD","TOT","IDX2015","A","1977",49.866394,
"GBR","GDPHRWKD","TOT","IDX2015","A","1978",52.2582,
"GBR","GDPHRWKD","TOT","IDX2015","A","1979",53.904373,
"GBR","GDPHRWKD","TOT","IDX2015","A","1980",54.419585,
"GBR","GDPHRWKD","TOT","IDX2015","A","1981",57.674792,
"GBR","GDPHRWKD","TOT","IDX2015","A","1982",59.391602,
"GBR","GDPHRWKD","TOT","IDX2015","A","1983",62.527157,
"GBR","GDPHRWKD","TOT","IDX2015","A","1984",61.959737,
"GBR","GDPHRWKD","TOT","IDX2015","A","1985",62.662497,
"GBR","GDPHRWKD","TOT","IDX2015","A","1986",64.313039,
"GBR","GDPHRWKD","TOT","IDX2015","A","1987",66.691913,
"GBR","GDPHRWKD","TOT","IDX2015","A","1988",66.559479,
"GBR","GDPHRWKD","TOT","IDX2015","A","1989",66.834784,
"GBR","GDPHRWKD","TOT","IDX2015","A","1990",67.584723,
"GBR","GDPHRWKD","TOT","IDX2015","A","1991",68.947831,
"GBR","GDPHRWKD","TOT","IDX2015","A","1992",72.237689,
"GBR","GDPHRWKD","TOT","IDX2015","A","1993",74.857935,
"GBR","GDPHRWKD","TOT","IDX2015","A","1994",76.683861,
"GBR","GDPHRWKD","TOT","IDX2015","A","1995",77.757192,
"GBR","GDPHRWKD","TOT","IDX2015","A","1996",78.5049,
"GBR","GDPHRWKD","TOT","IDX2015","A","1997",80.613137,
"GBR","GDPHRWKD","TOT","IDX2015","A","1998",82.556489,
"GBR","GDPHRWKD","TOT","IDX2015","A","1999",84.364216,
"GBR","GDPHRWKD","TOT","IDX2015","A","2000",87.623554,
"GBR","GDPHRWKD","TOT","IDX2015","A","2001",88.516815,
"GBR","GDPHRWKD","TOT","IDX2015","A","2002",90.448717,
"GBR","GDPHRWKD","TOT","IDX2015","A","2003",92.902537,
"GBR","GDPHRWKD","TOT","IDX2015","A","2004",94.069696,
"GBR","GDPHRWKD","TOT","IDX2015","A","2005",94.877962,
"GBR","GDPHRWKD","TOT","IDX2015","A","2006",96.449704,
"GBR","GDPHRWKD","TOT","IDX2015","A","2007",97.815533,
"GBR","GDPHRWKD","TOT","IDX2015","A","2008",97.876231,
"GBR","GDPHRWKD","TOT","IDX2015","A","2009",95.517625,
"GBR","GDPHRWKD","TOT","IDX2015","A","2010",98.183656,
"GBR","GDPHRWKD","TOT","IDX2015","A","2011",98.203867,
"GBR","GDPHRWKD","TOT","IDX2015","A","2012",97.543225,
"GBR","GDPHRWKD","TOT","IDX2015","A","2013",98.011977,
"GBR","GDPHRWKD","TOT","IDX2015","A","2014",98.252909,
"GBR","GDPHRWKD","TOT","IDX2015","A","2015",100,
"GBR","GDPHRWKD","TOT","IDX2015","A","2016",99.629002,
"GBR","GDPHRWKD","TOT","IDX2015","A","2017",101.429445,
"GBR","GDPHRWKD","TOT","IDX2015","A","2018",101.908738,
"GBR","GDPHRWKD","TOT","IDX2015","A","2019",102.375673,
"GBR","GDPHRWKD","TOT","IDX2015","A","2020",103.511609,
"GBR","GDPHRWKD","TOT","IDX2015","A","2021",101.753273,
"GBR","GDPHRWKD","TOT","IDX2015","A","2022",102.537757,
"USA","GDPHRWKD","TOT","IDX2015","A","1970",48.819783,
"USA","GDPHRWKD","TOT","IDX2015","A","1971",50.650568,
"USA","GDPHRWKD","TOT","IDX2015","A","1972",51.882497,
"USA","GDPHRWKD","TOT","IDX2015","A","1973",53.113941,
"USA","GDPHRWKD","TOT","IDX2015","A","1974",52.634755,
"USA","GDPHRWKD","TOT","IDX2015","A","1975",54.075762,
"USA","GDPHRWKD","TOT","IDX2015","A","1976",55.385876,
"USA","GDPHRWKD","TOT","IDX2015","A","1977",55.976814,
"USA","GDPHRWKD","TOT","IDX2015","A","1978",56.420162,
"USA","GDPHRWKD","TOT","IDX2015","A","1979",56.672847,
"USA","GDPHRWKD","TOT","IDX2015","A","1980",56.684313,
"USA","GDPHRWKD","TOT","IDX2015","A","1981",57.999248,
"USA","GDPHRWKD","TOT","IDX2015","A","1982",57.81291,
"USA","GDPHRWKD","TOT","IDX2015","A","1983",59.394873,
"USA","GDPHRWKD","TOT","IDX2015","A","1984",60.633096,
"USA","GDPHRWKD","TOT","IDX2015","A","1985",61.748111,
"USA","GDPHRWKD","TOT","IDX2015","A","1986",63.14487,
"USA","GDPHRWKD","TOT","IDX2015","A","1987",63.603752,
"USA","GDPHRWKD","TOT","IDX2015","A","1988",64.339062,
"USA","GDPHRWKD","TOT","IDX2015","A","1989",64.905901,
"USA","GDPHRWKD","TOT","IDX2015","A","1990",66.017332,
"USA","GDPHRWKD","TOT","IDX2015","A","1991",66.882229,
"USA","GDPHRWKD","TOT","IDX2015","A","1992",69.179788,
"USA","GDPHRWKD","TOT","IDX2015","A","1993",69.44318,
"USA","GDPHRWKD","TOT","IDX2015","A","1994",70.03144,
"USA","GDPHRWKD","TOT","IDX2015","A","1995",70.185526,
"USA","GDPHRWKD","TOT","IDX2015","A","1996",71.930383,
"USA","GDPHRWKD","TOT","IDX2015","A","1997",72.97303,
"USA","GDPHRWKD","TOT","IDX2015","A","1998",74.614716,
"USA","GDPHRWKD","TOT","IDX2015","A","1999",76.818796,
"USA","GDPHRWKD","TOT","IDX2015","A","2000",78.928548,
"USA","GDPHRWKD","TOT","IDX2015","A","2001",80.660218,
"USA","GDPHRWKD","TOT","IDX2015","A","2002",82.891625,
"USA","GDPHRWKD","TOT","IDX2015","A","2003",85.398085,
"USA","GDPHRWKD","TOT","IDX2015","A","2004",87.632516,
"USA","GDPHRWKD","TOT","IDX2015","A","2005",89.463196,
"USA","GDPHRWKD","TOT","IDX2015","A","2006",90.31024,
"USA","GDPHRWKD","TOT","IDX2015","A","2007",91.57842,
"USA","GDPHRWKD","TOT","IDX2015","A","2008",92.751305,
"USA","GDPHRWKD","TOT","IDX2015","A","2009",95.715647,
"USA","GDPHRWKD","TOT","IDX2015","A","2010",98.245288,
"USA","GDPHRWKD","TOT","IDX2015","A","2011",98.282918,
"USA","GDPHRWKD","TOT","IDX2015","A","2012",98.653951,
"USA","GDPHRWKD","TOT","IDX2015","A","2013",99.073648,
"USA","GDPHRWKD","TOT","IDX2015","A","2014",99.446088,
"USA","GDPHRWKD","TOT","IDX2015","A","2015",100,
"USA","GDPHRWKD","TOT","IDX2015","A","2016",100.302963,
"USA","GDPHRWKD","TOT","IDX2015","A","2017",101.201253,
"USA","GDPHRWKD","TOT","IDX2015","A","2018",102.3422,
"USA","GDPHRWKD","TOT","IDX2015","A","2019",103.581713,
"USA","GDPHRWKD","TOT","IDX2015","A","2020",107.111176,
"USA","GDPHRWKD","TOT","IDX2015","A","2021",108.386615,
"USA","GDPHRWKD","TOT","IDX2015","A","2022",104.37168,
"BGR","GDPHRWKD","TOT","IDX2015","A","1995",62.680607,
"BGR","GDPHRWKD","TOT","IDX2015","A","1996",64.277559,
"BGR","GDPHRWKD","TOT","IDX2015","A","1997",56.999006,
"BGR","GDPHRWKD","TOT","IDX2015","A","1998",61.833503,
"BGR","GDPHRWKD","TOT","IDX2015","A","1999",58.506412,
"BGR","GDPHRWKD","TOT","IDX2015","A","2000",63.799268,
"BGR","GDPHRWKD","TOT","IDX2015","A","2001",66.273852,
"BGR","GDPHRWKD","TOT","IDX2015","A","2002",70.030115,
"BGR","GDPHRWKD","TOT","IDX2015","A","2003",72.050212,
"BGR","GDPHRWKD","TOT","IDX2015","A","2004",73.75951,
"BGR","GDPHRWKD","TOT","IDX2015","A","2005",77.122476,
"BGR","GDPHRWKD","TOT","IDX2015","A","2006",79.924932,
"BGR","GDPHRWKD","TOT","IDX2015","A","2007",82.598951,
"BGR","GDPHRWKD","TOT","IDX2015","A","2008",83.665778,
"BGR","GDPHRWKD","TOT","IDX2015","A","2009",84.639759,
"BGR","GDPHRWKD","TOT","IDX2015","A","2010",89.490574,
"BGR","GDPHRWKD","TOT","IDX2015","A","2011",93.498556,
"BGR","GDPHRWKD","TOT","IDX2015","A","2012",96.570846,
"BGR","GDPHRWKD","TOT","IDX2015","A","2013",96.414173,
"BGR","GDPHRWKD","TOT","IDX2015","A","2014",97.043797,
"BGR","GDPHRWKD","TOT","IDX2015","A","2015",100,
"BGR","GDPHRWKD","TOT","IDX2015","A","2016",102.582152,
"BGR","GDPHRWKD","TOT","IDX2015","A","2017",103.579945,
"BGR","GDPHRWKD","TOT","IDX2015","A","2018",106.387833,
"BGR","GDPHRWKD","TOT","IDX2015","A","2019",110.264673,
"BGR","GDPHRWKD","TOT","IDX2015","A","2020",111.141018,
"BGR","GDPHRWKD","TOT","IDX2015","A","2021",118.319473,
"BGR","GDPHRWKD","TOT","IDX2015","A","2022",120.822767,
"CHL","GDPHRWKD","TOT","IDX2015","A","1986",39.729048,
"CHL","GDPHRWKD","TOT","IDX2015","A","1987",40.689418,
"CHL","GDPHRWKD","TOT","IDX2015","A","1988",41.149482,
"CHL","GDPHRWKD","TOT","IDX2015","A","1989",43.013759,
"CHL","GDPHRWKD","TOT","IDX2015","A","1990",43.516056,
"CHL","GDPHRWKD","TOT","IDX2015","A","1991",46.334711,
"CHL","GDPHRWKD","TOT","IDX2015","A","1992",49.840204,
"CHL","GDPHRWKD","TOT","IDX2015","A","1993",51.003236,
"CHL","GDPHRWKD","TOT","IDX2015","A","1994",54.00941,
"CHL","GDPHRWKD","TOT","IDX2015","A","1995",59.713054,
"CHL","GDPHRWKD","TOT","IDX2015","A","1996",63.74767,
"CHL","GDPHRWKD","TOT","IDX2015","A","1997",68.871275,
"CHL","GDPHRWKD","TOT","IDX2015","A","1998",68.938195,
"CHL","GDPHRWKD","TOT","IDX2015","A","1999",70.438405,
"CHL","GDPHRWKD","TOT","IDX2015","A","2000",73.042655,
"CHL","GDPHRWKD","TOT","IDX2015","A","2001",75.301065,
"CHL","GDPHRWKD","TOT","IDX2015","A","2002",76.012598,
"CHL","GDPHRWKD","TOT","IDX2015","A","2003",77.11886,
"CHL","GDPHRWKD","TOT","IDX2015","A","2004",80.188929,
"CHL","GDPHRWKD","TOT","IDX2015","A","2005",84.633795,
"CHL","GDPHRWKD","TOT","IDX2015","A","2006",87.975073,
"CHL","GDPHRWKD","TOT","IDX2015","A","2007",91.546879,
"CHL","GDPHRWKD","TOT","IDX2015","A","2008",93.714254,
"CHL","GDPHRWKD","TOT","IDX2015","A","2009",94.298216,
"CHL","GDPHRWKD","TOT","IDX2015","A","2010",89.896662,
"CHL","GDPHRWKD","TOT","IDX2015","A","2011",91.840116,
"CHL","GDPHRWKD","TOT","IDX2015","A","2012",96.420387,
"CHL","GDPHRWKD","TOT","IDX2015","A","2013",97.846295,
"CHL","GDPHRWKD","TOT","IDX2015","A","2014",99.538538,
"CHL","GDPHRWKD","TOT","IDX2015","A","2015",100,
"CHL","GDPHRWKD","TOT","IDX2015","A","2016",101.40208,
"CHL","GDPHRWKD","TOT","IDX2015","A","2017",101.095525,
"CHL","GDPHRWKD","TOT","IDX2015","A","2018",103.238005,
"CHL","GDPHRWKD","TOT","IDX2015","A","2019",103.148356,
"CHL","GDPHRWKD","TOT","IDX2015","A","2020",116.403302,
"CHL","GDPHRWKD","TOT","IDX2015","A","2021",118.022271,
"CHL","GDPHRWKD","TOT","IDX2015","A","2022",110.585433,
"CRI","GDPHRWKD","TOT","IDX2015","A","1991",62.894385,
"CRI","GDPHRWKD","TOT","IDX2015","A","1992",63.56383,
"CRI","GDPHRWKD","TOT","IDX2015","A","1993",64.723598,
"CRI","GDPHRWKD","TOT","IDX2015","A","1994",64.034478,
"CRI","GDPHRWKD","TOT","IDX2015","A","1995",65.333285,
"CRI","GDPHRWKD","TOT","IDX2015","A","1996",65.593634,
"CRI","GDPHRWKD","TOT","IDX2015","A","1997",64.659184,
"CRI","GDPHRWKD","TOT","IDX2015","A","1998",65.374817,
"CRI","GDPHRWKD","TOT","IDX2015","A","1999",66.886294,
"CRI","GDPHRWKD","TOT","IDX2015","A","2000",68.092144,
"CRI","GDPHRWKD","TOT","IDX2015","A","2001",67.691545,
"CRI","GDPHRWKD","TOT","IDX2015","A","2002",68.151409,
"CRI","GDPHRWKD","TOT","IDX2015","A","2003",69.11186,
"CRI","GDPHRWKD","TOT","IDX2015","A","2004",70.84245,
"CRI","GDPHRWKD","TOT","IDX2015","A","2005",69.609736,
"CRI","GDPHRWKD","TOT","IDX2015","A","2006",72.355632,
"CRI","GDPHRWKD","TOT","IDX2015","A","2007",73.340227,
"CRI","GDPHRWKD","TOT","IDX2015","A","2008",75.650728,
"CRI","GDPHRWKD","TOT","IDX2015","A","2009",77.795111,
"CRI","GDPHRWKD","TOT","IDX2015","A","2010",86.883473,
"CRI","GDPHRWKD","TOT","IDX2015","A","2011",91.054479,
"CRI","GDPHRWKD","TOT","IDX2015","A","2012",89.785124,
"CRI","GDPHRWKD","TOT","IDX2015","A","2013",94.482413,
"CRI","GDPHRWKD","TOT","IDX2015","A","2014",96.884612,
"CRI","GDPHRWKD","TOT","IDX2015","A","2015",100,
"CRI","GDPHRWKD","TOT","IDX2015","A","2016",104.38458,
"CRI","GDPHRWKD","TOT","IDX2015","A","2017",106.844514,
"CRI","GDPHRWKD","TOT","IDX2015","A","2018",108.821,
"CRI","GDPHRWKD","TOT","IDX2015","A","2019",111.826768,
"CRI","GDPHRWKD","TOT","IDX2015","A","2020",128.859654,
"CRI","GDPHRWKD","TOT","IDX2015","A","2021",121.89679,
"CRI","GDPHRWKD","TOT","IDX2015","A","2022",116.001799,
"HRV","GDPHRWKD","TOT","IDX2015","A","1995",63.349387,
"HRV","GDPHRWKD","TOT","IDX2015","A","1996",67.242216,
"HRV","GDPHRWKD","TOT","IDX2015","A","1997",71.379474,
"HRV","GDPHRWKD","TOT","IDX2015","A","1998",73.210214,
"HRV","GDPHRWKD","TOT","IDX2015","A","1999",72.558069,
"HRV","GDPHRWKD","TOT","IDX2015","A","2000",74.908864,
"HRV","GDPHRWKD","TOT","IDX2015","A","2001",77.775706,
"HRV","GDPHRWKD","TOT","IDX2015","A","2002",81.702934,
"HRV","GDPHRWKD","TOT","IDX2015","A","2003",84.229906,
"HRV","GDPHRWKD","TOT","IDX2015","A","2004",87.012629,
"HRV","GDPHRWKD","TOT","IDX2015","A","2005",89.939533,
"HRV","GDPHRWKD","TOT","IDX2015","A","2006",91.446373,
"HRV","GDPHRWKD","TOT","IDX2015","A","2007",93.028532,
"HRV","GDPHRWKD","TOT","IDX2015","A","2008",92.916541,
"HRV","GDPHRWKD","TOT","IDX2015","A","2009",86.935927,
"HRV","GDPHRWKD","TOT","IDX2015","A","2010",88.64494,
"HRV","GDPHRWKD","TOT","IDX2015","A","2011",92.336699,
"HRV","GDPHRWKD","TOT","IDX2015","A","2012",94.351963,
"HRV","GDPHRWKD","TOT","IDX2015","A","2013",97.448447,
"HRV","GDPHRWKD","TOT","IDX2015","A","2014",95.425288,
"HRV","GDPHRWKD","TOT","IDX2015","A","2015",100,
"HRV","GDPHRWKD","TOT","IDX2015","A","2016",102.871859,
"HRV","GDPHRWKD","TOT","IDX2015","A","2017",104.453689,
"HRV","GDPHRWKD","TOT","IDX2015","A","2018",105.397044,
"HRV","GDPHRWKD","TOT","IDX2015","A","2019",104.224442,
"HRV","GDPHRWKD","TOT","IDX2015","A","2020",96.650707,
"HRV","GDPHRWKD","TOT","IDX2015","A","2021",107.916446,
"HRV","GDPHRWKD","TOT","IDX2015","A","2022",112.006274,
"EST","GDPHRWKD","TOT","IDX2015","A","2000",60.560492,
"EST","GDPHRWKD","TOT","IDX2015","A","2001",64.075408,
"EST","GDPHRWKD","TOT","IDX2015","A","2002",68.349719,
"EST","GDPHRWKD","TOT","IDX2015","A","2003",71.797424,
"EST","GDPHRWKD","TOT","IDX2015","A","2004",76.674982,
"EST","GDPHRWKD","TOT","IDX2015","A","2005",81.218156,
"EST","GDPHRWKD","TOT","IDX2015","A","2006",85.312512,
"EST","GDPHRWKD","TOT","IDX2015","A","2007",91.72215,
"EST","GDPHRWKD","TOT","IDX2015","A","2008",88.552101,
"EST","GDPHRWKD","TOT","IDX2015","A","2009",90.417521,
"EST","GDPHRWKD","TOT","IDX2015","A","2010",95.231714,
"EST","GDPHRWKD","TOT","IDX2015","A","2011",93.662779,
"EST","GDPHRWKD","TOT","IDX2015","A","2012",96.81262,
"EST","GDPHRWKD","TOT","IDX2015","A","2013",98.046719,
"EST","GDPHRWKD","TOT","IDX2015","A","2014",100.577555,
"EST","GDPHRWKD","TOT","IDX2015","A","2015",100,
"EST","GDPHRWKD","TOT","IDX2015","A","2016",102.659699,
"EST","GDPHRWKD","TOT","IDX2015","A","2017",105.677056,
"EST","GDPHRWKD","TOT","IDX2015","A","2018",112.555701,
"EST","GDPHRWKD","TOT","IDX2015","A","2019",116.175364,
"EST","GDPHRWKD","TOT","IDX2015","A","2020",122.892588,
"EST","GDPHRWKD","TOT","IDX2015","A","2021",122.809256,
"EST","GDPHRWKD","TOT","IDX2015","A","2022",115.69194,
"ISR","GDPHRWKD","TOT","IDX2015","A","1981",64.475728,
"ISR","GDPHRWKD","TOT","IDX2015","A","1982",65.591698,
"ISR","GDPHRWKD","TOT","IDX2015","A","1983",65.948935,
"ISR","GDPHRWKD","TOT","IDX2015","A","1984",65.413216,
"ISR","GDPHRWKD","TOT","IDX2015","A","1985",67.648021,
"ISR","GDPHRWKD","TOT","IDX2015","A","1986",69.486297,
"ISR","GDPHRWKD","TOT","IDX2015","A","1987",72.366898,
"ISR","GDPHRWKD","TOT","IDX2015","A","1988",73.724247,
"ISR","GDPHRWKD","TOT","IDX2015","A","1989",72.784933,
"ISR","GDPHRWKD","TOT","IDX2015","A","1990",76.555916,
"ISR","GDPHRWKD","TOT","IDX2015","A","1991",78.462977,
"ISR","GDPHRWKD","TOT","IDX2015","A","1992",78.015232,
"ISR","GDPHRWKD","TOT","IDX2015","A","1993",77.500286,
"ISR","GDPHRWKD","TOT","IDX2015","A","1994",76.445408,
"ISR","GDPHRWKD","TOT","IDX2015","A","1995",75.669805,
"ISR","GDPHRWKD","TOT","IDX2015","A","1996",76.444123,
